Column1,꽃,월,일,계절,꽃말,설명,이미지
809,패럿 튤립,1,25,겨울,사랑의 고백,화형이 피어나는 과정은 어느 절화보다도 드라마틱한 튤립. 그 중에서도 패럿 튤립은 앵무새의 깃털을 닮은 두꺼운 꽃잎과 큰 몽우리가 특징이예요. 아삭한 알배추 잎이 떠오르기도 하는 패럿 튤립은 개화 속도를 늦추기 위해서 너무 따뜻한 실내보다는 다소 서늘하게 관리해주시면 좋아요.,https://file.honestflower.kr/media/images/ingredientimage/1708917955/893_square.webp
13,프리뮬러,1,26,겨울,소년시절의 희망,프리뮬러는 원래 추운 곳에서 자라는 식물이라 긴 겨울을 나야 이듬해 봄에 꽃이 탐스럽게 핀다. 많은 원예품종들이 나와 있으며 화원에서 1-2월부터 볼 수 있어 우리에게 봄이 왔음을 가장 먼저 알려주는 꽃이다.꽃이 작고 모양이 아름다우며 꽃색도 종류가 많아 분화용으로 가장 많이 쓰인다. 식물원이나 공원에서 화단용으로도 흔히 식재한다. 암석정원에서도 바위틈에 심으면 매우 관상가치가 높다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0128-1.jpg
244,흰제비꽃,1,27,겨울,순진무구한 사랑,당신은 내성적이고 고상한 매력이 있지만 은밀한 사랑에 쉽게 빠지는 사람입니다.,https://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/eiwO/image/5n92P6SxFxQVS59Q-K3lf_rtJII
844,히아신스,1,28,겨울,"유희, 겸손한 사랑","추운 겨울에도 변치않는 향기, 오래두고 볼 수 있는 부케의 주인공 히아신스는 한두 송이만 피어도 방 안에 향기가 가득해져요. 같은 구근 식물인 튤립의 뒤를 이어, 18세기 무렵 네덜란드에서 화가들에게 선풍적인 유행을 일으켰던 이 꽃은 명화나 전설로도 소개될 만큼 이미 우리 대중들에게 친숙한 꽃이랍니다.",https://file.honestflower.kr/media/images/ingredientimage/1708933686/949_square.webp
242,히야신스,1,29,겨울,차분한 사랑,"봄이 찾아올 때마다 포근한 향기와 함께 피는 히야신스를 탄생화로 갖는 당신은 상냥하고 유유자적 한 사람입니다.
그윽하고 은은한 향기가 매우 감미로운 히야신스, 낮보다는 밤의 분위기에 더 잘 어울리는 이 꽃은 태 양의 신 아폴로와 아름다운 소년 히야킨토스의 사랑 이야기가 전해지고 있다. 유난히 히야킨토스를 사랑한 아폴로와 날씬한 체구에 민첩한 운동신경을 가지고 있는 히야킨토스는 어느날 원반던지기 놀 이를 하고 있었다. 이를 본 바람의 신 제피로스가 두사람을 시기한 나머지 바람의 방향을 바꾸어 원반 을 히야킨토스의 이마에 맞게하고, 히야킨토스를 그 자리에서 죽게 만들어 버렸다. 슬픔에 빠진 아폴 로는 죽은 히야킨토스의 이마에서 흘러나오는 피를 손가락에 찍어 ""Ai Ai(슬프다)"" 라고 땅에 새겼는 데 소년의 피는 어느새 꽃이 되었고 이것이 바로 히야신스라는 이야기다.",https://image2.xplant.co.kr/data/item/16373/1637
573,겹 알스트로메리아,2,30,겨울,"새로운 만남, 배려","일반 알스트로메리아와는 달리 한 대에 하나의 꽃이 달려있는 대신에 화형이 매우 크고, 꽃잎이 겹겹이 바깥 쪽으로 피어나 화려합니다. 개화 과정부터 만개하기까지 마치 불꽃 같은 분위기를 가지고 있어요. 반대로 꽃심, 꽃술 부분과 잎을 보면 일반 알스트로메리아와 동일하여 같은 품종임을 알 수 있습니다.",https://file.honestflower.kr/media/images/ingredientimage/1692870840/447_square.webp
29,깽깽이풀,2,31,겨울,안심하세요,이름만 들으면 볼품없을 것 같지만 이른 봄 햇빛이 좀 드는 숲 따뜻한 곳에 무리지어 있는 모습을 보면 누구나 감탄할 정도로 아름답다. 키는 작지만 올망졸망 모여서 나고 가늘고 긴 꽃대에 보라색 꽃을 피우며 연잎처럼 생긴 잎을 가지고 있다.꽃은 물론 잎 모양도 뛰어나 화단은 물론 분화용으로도 훌륭한 소재다. 특히 추위에 강해 거의 전국에서 월동한다. 자생지에서는 무척 귀하게 여겨져 환경부 지정 보호야생식물 27호이다. 뿌리는 약용으로 쓰이기도 한다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0227-1.jpg
27,끈끈이주걱,2,2,겨울,발을 조심하세요,"대표적인 식충식물 중 하나이다. 웬만한 화원에서 쉽게 볼 수 있다. 자생지에 개체수가 적어 보호식물로 지정되어 있으며 판매되고 있는 것은 조직배양으로 대량 증식된 것들이다. 주걱처럼 생긴 잎에 빨간빛을 띠며 움직이는 선모가 끈끈한 점액을 잔뜩 분비한 채 햇볕을 받으면 맑은 아침이슬처럼 보인다. 꽃말은 발로 밟으면 신발에 끈끈이가 붙어 조심하라는 게 아닌 듯 싶다. 끈끈이주걱은 크기가 작아 찾기도 힘든데다 자생지에서는 거의 멸종위기인 귀한 식물이라 자칫 발로 밟아 죽을까봐 조심하라는 뜻이다.벌레를 잡아먹는 식물로 관상용으로 많이 쓰이며, 초중교생 학습을 위한 관찰교육용으로도 이용된다. 원예적으로는 관상용 외에도 생물학적으로 해충 제거효과가 있는지 연구되고 있다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0219-1.jpg
15,남천,2,3,겨울,지속적인 사랑,"잎 모양이 대나무 잎을 닮아 중국에서는 남천죽이라고도 부른다. 늦은 가을부터 붉게 물든 잎과 붉은 열매가 좋다. 정원에 심겨 있으면 겨울에도 볼거리를 줄 수 있는 식물이다.남부지방에서는 화단이나 정원용으로 흔히 심기며, 중부이북에서는 실내정원을 만드는데 빠지지 않고 쓰인다. 최근 실내관엽용으로 키 작은 품종들이 나오고 있다. 지구온난화 현상으로 중부지방에서도 지역에 따라 바깥에서 겨울을 날수 있어 정원용으로 확대 이용될 전망이다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0201-1.jpg
16,냉이,2,4,겨울,나의 모든 것을 바칩니다.,지금도 이른 봄이면 찬바람 나는 들판에서 나물 캐는 아낙네들을 볼 수 있다. 냉이는 꽃이 피기 전에 먹어야하니 2월이 제철이기 때문이다. 싱싱한 냉이 잎과 뿌리를 생각하면 벌써부터 그 향내가 코끝을 맴도는 것 같다. 꽃말처럼 냉이는 잎부터 뿌리까지 버릴 게 없다.냉이만큼 생존력이 강한 것도 드물 것이다. 우리나라 전역의 밭이나 야산에 흔히 나는 대표적인 봄나물이다. 어린잎과 뿌리를 나물로 무쳐먹거나 국으로 끓여먹는다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0202-3.jpg
276,네모필라,2,5,겨울,애국심,"당신은 매사 일이 잘 풀릴 운을 갖고 있습니다. 그렇다고 해서 감사하는 마음이 없으면 연인과 이별수
가 있습니다.",https://digitalchosun.dizzo.com/site/data/img_dir/2020/02/20/2020022080170_0.jpg
17,동백나무,2,4,겨울,"겸손한 아름다움, 자랑","동백나무는 모든 부분이 버릴 것 없는 보배로운 식물이다. 일년 내내 표면이 반지르르한 잎이나 이른 봄에 빨갛게 피었다 일순간 떨어지는 꽃도 인상적이고 가을에 열리는 열매는 옛날 우리 어머님들이 머리손질과 화장품에 이용하기도 했던 동백기름의 원료이다.남부지역에서 가정의 화단용, 사무실 주변 정원용은 물론 도로변 조경용에 이르기까지 관상용으로 많이 이용되는 종이다. 바깥에서 겨울나기가 어려운 중부이북지역에서는 분화 및 관엽용의 실내식물로써 중요한 품목 중 하나이다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0203-1.jpg
269,멜리사,2,3,겨울,동정,박애주의자인 당신은 항상 다른사람의 편에 서서 만사를 생각하는 사람입니다.,https://previews.123rf.com/images/splinex/splinex1406/splinex140600035/29458905-%EB%A9%9C%EB%A6%AC%EC%82%AC-%EA%BD%83%EC%9E%85%EB%8B%88%EB%8B%A4.jpg
277,무궁화,2,2,겨울,섬세한 아름다움,"무궁화를 탄생화로 갖는 당신은 신비한 매력을 지니고 있습니다.
우리나라의 국화인 무궁화 영어명 '샤론의 장미'는 팔레스타인에 있는 샤론 평원에 피는 아름다운 꽃 이라는 의미다. 십자군이 시리아에서 유럽으로 가져갔다는 식물이다. 가지가 잘 꺽여지지 않는 섬유 질이어서 흔히 울타리로 사용 된다. 차 대신 마시면 잠이 잘 온다고 한다. 즙을 무좀에 쓰면 약효가 좋 다고도 하고, 설사, 눈병, 월경, 불순, 위장병에 잘 듣는다는 이야기도 있지만 아직 성분 분석이 되어
있지는 않다.",https://newsimg.sedaily.com/2018/10/02/1S5R9QEWOH_1.jpg
18,무스카리,2,7,겨울,"실망, 실의","4∼5월, 잎 사이에서 나온 꽃대에 공 모양의 하늘색 또는 보라색의 작은 꽃들이 다닥다닥 붙어 핀다. 피어있는 모양이 마치 작은 포도송이 처럼 생겨 귀엽다.분화용으로 생산되기도 하지만 봄에 꽃을 보는 화단이나 정원용으로 더 많이 쓰인다. 꽃 모양이 특이하고 수명도 며칠은 가기 때문에 절화용으로도 쓰인다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0207-1.jpg
265,물망초,2,6,겨울,날 잊지 말아요,"참된 사랑을 찾는 낭만파로 신경이 예민하고 순수하며 감성이 풍부한 사람입니다.
이 꽃에 이름을 붙여 준 사람이 아담이라는 전설이 있다. 그가 아직 에덴 동산에서 살고 있을 때 '튤립 ' 이나 '패랭이꽃' 등에게 이름 붙이기를 대충 끝낸뒤 꽃들이 기뻐하는지 어떤지를 확인하기 위해 천 천히 동산을 걷고 있자니 작은 꽃이 말을 걸어 왔다. ""내 이름은 뭐죠?"" 그러자 아담은 ""이렇게 예쁜 꽃을 빼놓다니"" 하고 한탄했다. ""다시는 잊지 않겠다. 네 이름은 '잊지말아요' 란다.""",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2heuGoaYjlNPS1ZebpQD0byyTIIxejtfgpw&s
652,물망초,2,5,겨울,나를 잊지 말아요,"추운 겨울에서 초봄까지 사이에 나오는 청초한 물망초는, 2월의 탄생화이기도 합니다. 아련한 꽃말과 함께 아기자기한 자태를 뽐내는 물망초는 매니아층들이 참 많아요. 하지만 다루기 쉽지 않은 꽃이기에 수령 직후, 열탕처리를 통해 물올림이 잘 되도록 살려주면 5일 이상 관상이 가능합니다.",https://file.honestflower.kr/media/images/ingredientimage/1709267843/1158_square.webp
274,미나리아재비,2,3,겨울,천진난만,주위의 신임을 한 몸에 받고 있는 당신이지만 자만해서는 안됩니다.,https://www.yakup.com/data/editor/pharmplus/201805/IkHG2WFrHdb8Y69l1TY.jpg
659,미니 알스트로메리아,2,2,겨울,"새로운 만남, 배려","일반 알스트로보다는 꽃잎이 조금 더 작고 잔잔한 느낌이어서 다른 꽃과 혼합하여 필러플라워로 사용하는 것에 더 적합합니다.  알스트로메리아의 다양한 컬러감과 개화하면서 살아나는 볼륨감때문에 많이 사용되기도 하며, 일반 알스트로메리아 보다 관상기간이 3-5일 긴 편입니다.",https://file.honestflower.kr/media/images/ingredientimage/1708571792/819_square.webp
663,밍크버들,2,4,겨울,"정화,경쾌","프랑스에서 버들강아지는 Chaton [샤통] , 바로 아기 고양이 라는 별명을 가지고있습니다.아마도 고양이의 귀여운 발등과 같은 촉감때문에 붙여진 별명이겠죠. 새해가 시작되는 1월초부터 보송하게 가지에 달리기 시작하며 특유의 광택과 촉감이 특징입니다. 물에 꽂아둔 상태에서 뿌리가 날 정도로 생명력이 긴 편입니다.",https://file.honestflower.kr/media/images/ingredientimage/1713841255/1442_square.webp
266,범의귀,2,8,겨울,절실한 애정,"당신은 조용하고 소극적이며 내성적인 성격이어서 눈에 띄는 타입은 아닙니다.
여러가지 이야기가 전해 온다.여자아이가 베게 밑에 이 풀을 깔아 두고 자면 미래의 남편 모습을 볼 수 있다고 한다. 아기를 갖고 싶은 여인이 맨발로 정원을 걸으며 이 풀을 꺾으면 소원을 이룰 수 있다. 악령에 사로잡힌 사람은 이 풀을 꺾기만 해도 주문을 풀 수 있다. 아이의 턱에 이 풀을 놓으면 그 해
에는 병에 걸리지 않는다고 한다.",https://i.pinimg.com/736x/b3/ae/1a/b3ae1a13c20e510b113c7713075e0910.jpg
22,복수초,2,9,겨울,"영원한 행복(동양), 슬픈 추억(서양)","꽃 이름을 보면 무림의 복수혈전을 연상하게 하지만 한자로 福(복 복)壽(수명 수)草로써 장수를 기원하는 식물이다. 복수초는 일년 중 가장 먼저 꽃을 피우는 식물이다. 추위에 강해 겨울의 한복판인 2월에 설악산에서 눈과 얼음을 뚫고 나올 정도이다. 여름 고온에는 무척 약해 지상부는 거의 말라죽는다. 꽃이 향광성이라 햇볕이 날 때 활짝 피며 노란 꽃잎 표면에 빛이 반사되면 약간의 열이 발생되면서 꽃 윗부분의 눈을 녹인다. 눈 속에 핀 복수초 모습은 사진으로 종종 볼 수 있다.복수초는 평지에서도 충분히 그늘지고 여름에도 시원한 곳에서는 화단용으로 이용할 수 있다. 꽃이 노란색이라 아직까지는 추운 2~4월경에 보는 사람에게 따스함을 가져다준다. 흔히 분경으로 만들어 각종 전시회 때 출품하기도 하며, 일반 꽃가게에서 분화용으로 팔기도 한다. 원종은 홑꽃인데 겹꽃인 것들이 개발되어 있다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0211-1.jpg
279,빙카,2,10,겨울,즐거운 추억,당신의 첫사랑의 추억을 죽을 때까지도 간직하는 로맨티스트이기도 합니다.,https://mblogthumb-phinf.pstatic.net/MjAxNzA3MDFfMjY5/MDAxNDk4ODM4OTI0NTIy.KwicYd18yUsTXJKMkVHbMo7kvY_Ypc8C5FuKg2MVQs0g.pxH9QUNhPgCNLH3lb4g28aidGq_40wpjA3gfOaQTaiQg.JPEG.birthflowerss/image_9614375391498838832077.jpg?type=w800
264,빨간앵초,2,11,겨울,돌보지 않는 아름다움,"지금 당신에게 필요한 것은 의욕입니다. 의욕적으로 인생을 밀고 나가세요.
옛날 독일의 산골 마을에 리스베스라는 상냥한 소녀가 병에 걸린 어머니와 살고 있었다. 어머니를 위 로하려고 벌판으로 앵초를 꺽으러 갔다. 꽃의 요정이 나타나 그녀에게 ""앵초가 피어 있는 길을 가다 보면 성이 나타날 것입니다. 대문 열쇠 구멍에 앵초 한송이를 꽂아 놓으면 문이 열립니다. 자, 어서 가 보세요!"" 라고 가르쳐 주었다. 그 성에 가보니 그 곳에는 꽃의 요정이 기다리고 있었고 요정은 아름다 운 보물을 한아름 주었다고 한다. 그녀는 어머니에게 이 보물을 보여 주었고 어머니의 볼이 붉어지며
병도 나았다고 한다. 독일에서는 이 꽃을 ' 열쇠 꽃 '이라고 한다고 한다.",https://lh6.googleusercontent.com/proxy/2Uvnv-tvtM7kyRysDw0kcCZOyz69PrcOLOrC9eaaok_TMVDNOIVGDhG9skLAIJ3ntT2pN4Q2-geepKXeBJ2o8sM
280,사향장미,2,2,겨울,변덕스러운 사랑,"당신은 사랑의 예감 때문에 변덕스런 사랑으로 치닫기 쉬운 사람입니다.
태양신 아폴론이 사랑에 빠졌다. 상대는 바다에서 목욕을 하고 있던 공주. 이륜 마차에 타고 해를 지 게 하는 일도 제쳐 두고 사흘간이나 같은 곳에 머물며 오로지 공주를 기다렸다. 아폴론이 태양을 그냥 방치해 둔 탓에 이 세상은 너무 더워지고 말았다. 더위를 피해 바다로 나온 공주에게 아폴론은 입을 맞추려 했다. 공주는 놀라서 새빨개진 얼굴을 숙이자마자 한송이 장미꽃으로 변해 버리고 말았다. 빨 간 장미는 공주가 부끄러워 하는 자태. 루마니아의 전설이다.",https://i.pinimg.com/236x/0c/0a/7e/0c0a7e07d991637eb06aba09ffe891b0.jpg
19,산자고,2,3,겨울,가녀린 미소,봄이면 원색적으로 화단을 장식하는 튜립 야생원종 중의 하나이다. 튜립 야생종으로는 우리나라에 산자고 한 종만 있어 귀하게 대접받아야 할 토종 자생식물이다. 숲이나 언덕의 시원하고 물이 잘 빠지는 곳에서 흔히 자생한다. 이른 봄에 큰괭이밥 등과 비슷한 시기에 꽃이 피며 꽃대가 가늘어 오후가 되면 꽃 무게를 잘 이기지 못하고 조금씩 구부러져 보는 사람을 애처롭게 한다.가정에서 심을 때는 낙엽수 아래나 이른 봄에 햇살이 최대한 닿을 수 있는 남향이나 남동향의 화단에 심는다. 봄에 피는 많은 야생화들처럼 꽃이 피었을 때 반짝 아름다움을 과시할 뿐 연중 특별한 관심을 끌지 않고 조용히 자리를 지키면서 다시 봄을 기다린다. 뿌리줄기(인경)를 해독이나 붓기를 푸는 약용으로 쓰기도 한다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0208-3.jpg
278,살구꽃,2,4,겨울,아가씨의 수줍음,"당신은 일에는 프로이지만 연애에는 쩔쩔매는 타입 입니다. 사랑하는 사람을 찾기 위해서는 수줍음에
서 졸업해야 합니다.",https://digitalchosun.dizzo.com/site/data/img_dir/2020/02/21/2020022180256_0.jpg
268,서향,2,6,겨울,영광,빛나는 전도가 보장된 당신이지만 놀기 좋아하는 것이 단점입니다.,https://mblogthumb-phinf.pstatic.net/MjAxODA0MDFfMTkx/MDAxNTIyNTc4NzUzMDY0.nJ-rbrHIIBCQqR9GOgf1C3dqH09XwCVqXxK31C0oNLEg.hVzv6_ZdngYUTg9vUPNQxcu9XOWRHfNYzFOmOLSoUsYg.JPEG.hyeng19/image_9991951341522578688058.jpg?type=w800
23,솜나물,2,4,겨울,발랄,이른 봄 언 땅을 헤집고 내미는 새싹을 나물로 이용할 수 있으며 잎 뒤에 하얀 솜털이 촘촘하게 나 있다. 그래서 이름도 솜나물이라고 한 것 같다. 아주 오래전에는 부싯깃을 내는 솜으로 썼다하여 부싯깃나물이라는 향명도 가지고 있다. 꽃이 다 피었을때 보면 발랄한 소녀처럼 아름답다.흰 바탕에 붉은 빛이 도는 꽃이 좋고 키도 작아 분화용이나 약간은 건조한 듯한 반그늘이나 암석정원의 바위틈새 같은 곳에 잘 어울릴 수 있는 여름철 화단용으로 좋다. 어린 순을 나물로 이용한다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0213-1.jpg
20,스노우드롭,2,3,겨울,"희망, 위안",꽃 피는 모양을 보면 추운 겨울 지쳐갈 즈음에 봄이 오고 있으니 희망을 가지라는 듯한 모양이다. 비록 고개를 떨어뜨리고 있지만 작고 청초한 흰 꽃이 피어난다. 봄에 가장 먼저 피는 알뿌리 중 하나이다.서양에서는 화단용이나 정원의 경계부에 흔히 심는다. 커다란 용기에 모아심기 해도 좋다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/0209-1.jpg
